udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,power_w,failure_type
44,H29457,0.1,0.38043478260869534,0.4320987654321016,-0.6912928759894459,0.6102941176470589,0.1111111111111111,0.4810780673209022,1
45,M14904,0.3,0.38043478260869534,0.4197530864197603,-0.16358839050131926,0.5367647058823529,0.1574074074074074,0.7272727272727273,1
46,L47225,0.6,0.38043478260869534,0.4197530864197603,-0.07387862796833773,0.6544117647058825,0.18518518518518517,0.959758324010539,1
47,M14906,0.3,0.36956521739129755,0.4074074074074119,1.7941952506596306,-1.0588235294117654,0.2037037037037037,-0.9031364674929024,1
48,L47227,0.6,0.38043478260869534,0.4197530864197603,-0.44854881266490765,0.4485294117647057,0.23148148148148148,0.41631531574210007,1
49,H29462,0.1,0.38043478260869534,0.4320987654321016,-0.41160949868073876,1.0073529411764708,0.25,1.2292460015232287,1
52,L47231,0.6,0.3913043478260789,0.4197530864197603,-0.633245382585752,1.0808823529411766,0.3425925925925926,1.165051727844849,1
53,H29466,0.1,0.38043478260869534,0.4074074074074119,-0.0316622691292876,0.26470588235294085,0.3611111111111111,0.41013494061956757,1
54,L47233,0.6,0.36956521739129755,0.4074074074074119,0.32717678100263853,-0.3750000000000003,0.4074074074074074,-0.36511586381310135,1
57,L47236,0.6,0.38043478260869534,0.4197530864197603,-0.13720316622691292,0.1617647058823527,0.46296296296296297,0.19558555045787984,1
58,L47237,0.6,0.38043478260869534,0.4197530864197603,0.052770448548812667,0.0073529411764701735,0.48148148148148145,0.07526501638018046,1
59,M14918,0.3,0.38043478260869534,0.4074074074074119,0.8337730870712401,-0.7867647058823535,0.5,-0.7974505952619547,1
60,L47239,0.6,0.38043478260869534,0.4197530864197603,-0.6596306068601583,1.0441176470588236,0.5277777777777778,1.094830130786357,1
61,L47240,0.6,0.38043478260869534,0.4197530864197603,-0.5804749340369393,0.9117647058823533,0.5462962962962963,0.9715578845333928,1
63,L47242,0.6,0.38043478260869534,0.4074074074074119,1.720316622691293,-1.2720588235294126,0.5925925925925926,-1.316033627654263,1
65,L47244,0.6,0.4021739130434767,0.4197530864197603,0.10554089709762533,-0.11764705882352956,0.6388888888888888,-0.08406184748029459,1
66,L47245,0.6,0.4021739130434767,0.4197530864197603,-0.575197889182058,0.3602941176470589,0.6574074074074074,0.2134124343608457,1
67,M14926,0.3,0.3913043478260789,0.3950617283950635,0.9287598944591029,-0.8455882352941183,0.6759259259259259,-0.856645178687909,1
68,H29481,0.1,0.38043478260869534,0.3950617283950635,-0.19525065963060687,0.286764705882353,0.7037037037037037,0.34322946464686954,1
69,L47248,0.6,0.38043478260869534,0.3950617283950635,0.1266490765171504,-0.5735294117647064,0.75,-0.7628098842272892,1
70,L47249,0.6,0.3913043478260789,0.4074074074074119,-0.49076517150395776,1.8750000000000009,0.7685185185185185,2.3829281713596453,3
72,L47251,0.6,0.3913043478260789,0.4197530864197603,-0.2691292875989446,0.3897058823529411,0.8148148148148148,0.4463863390387619,1
73,L47252,0.6,0.3913043478260789,0.4197530864197603,-0.7071240105540897,0.3088235294117645,0.8333333333333334,0.061395613245534775,1
74,L47253,0.6,0.4021739130434767,0.4197530864197603,0.46965699208443273,-0.38235294117647095,0.8518518518518519,-0.3076485786230438,1
78,L47257,0.6,0.38043478260869534,0.3950617283950635,-0.2532981530343008,0.08088235294117609,0.9259259259259259,0.010954131850431521,5
79,L47258,0.6,0.38043478260869534,0.3950617283950635,-0.554089709762533,0.8308823529411766,-1.0,0.8786481887055099,1
80,L47259,0.6,0.38043478260869534,0.3950617283950635,-0.5329815303430079,-0.1691176470588239,-0.9814814814814815,-0.49598967993965387,1
81,H29494,0.1,0.38043478260869534,0.3827160493827222,-0.30606860158311344,0.7132352941176471,-0.9629629629629629,0.8865558620639392,1
82,L47261,0.6,0.3913043478260789,0.3950617283950635,-0.2796833773087071,0.5367647058823529,-0.9166666666666666,0.6511112649726509,1
83,L47262,0.6,0.3913043478260789,0.3950617283950635,-0.2638522427440633,0.04411764705882313,-0.8981481481481481,-0.048014518050995554,1
84,L47263,0.6,0.4021739130434767,0.4074074074074119,-0.17941952506596306,-0.007352941176470696,-0.8796296296296297,-0.07538162723154833,1
87,H29500,0.1,0.4021739130434767,0.4074074074074119,-0.35356200527704484,0.2720588235294116,-0.8148148148148148,0.22587521910085784,1
88,L47267,0.6,0.4021739130434767,0.4074074074074119,0.21635883905013192,-0.6176470588235299,-0.7685185185185185,-0.7901842815860525,1
90,M14949,0.3,0.3913043478260789,0.3950617283950635,-0.08443271767810026,-0.05147058823529435,-0.7222222222222222,-0.08780068290229798,1
92,L47271,0.6,0.3913043478260789,0.3950617283950635,1.725593667546174,-1.1250000000000009,-0.6759259259259259,-1.0476173123385202,1
93,M14952,0.3,0.3913043478260789,0.3950617283950635,1.1820580474934037,-0.9632352941176475,-0.6574074074074074,-0.9576301759730619,1
95,L47274,0.6,0.4021739130434767,0.3950617283950635,0.6279683377308707,-0.6102941176470594,-0.6111111111111112,-0.5975868841944915,1
96,M14955,0.3,0.4021739130434767,0.4074074074074119,-0.8021108179419525,0.882352941176471,-0.5925925925925926,0.77116213645656,1
97,M14956,0.3,0.4021739130434767,0.4074074074074119,0.37994722955145116,-0.3602941176470594,-0.5648148148148148,-0.31657659693094786,1
99,L47278,0.6,0.3913043478260789,0.3827160493827222,0.13720316622691292,-0.5514705882352944,-0.5092592592592593,-0.7246562712951451,1
100,L47279,0.6,0.38043478260869534,0.3827160493827222,0.10554089709762533,0.3088235294117645,-0.49074074074074076,0.5597320865689805,1
102,L47281,0.6,0.38043478260869534,0.3827160493827222,2.575197889182058,-1.4338235294117656,-0.4537037037037037,-1.3648935743776802,1
104,M14963,0.3,0.38043478260869534,0.3827160493827222,-0.32717678100263853,0.022058823529411565,-0.4166666666666667,-0.11520423297390407,1
105,L47284,0.6,0.38043478260869534,0.3703703703703738,-0.2796833773087071,0.2352941176470586,-0.3888888888888889,0.2178290703564288,1
107,L47286,0.6,0.38043478260869534,0.3703703703703738,-0.30606860158311344,0.6102941176470589,-0.35185185185185186,0.7391160168648443,1
108,M14967,0.3,0.38043478260869534,0.3827160493827222,-0.0316622691292876,0.4852941176470586,-0.3333333333333333,0.7374470240546315,1
109,H29522,0.1,0.3913043478260789,0.3827160493827222,0.6226912928759895,-0.5514705882352944,-0.3055555555555556,-0.5053987180094515,1
110,L47289,0.6,0.3913043478260789,0.3703703703703738,0.3641160949868074,-0.4485294117647062,-0.25925925925925924,-0.4617789714194084,1
112,H29525,0.1,0.36956521739129755,0.3580246913580325,-0.021108179419525065,0.2426470588235293,-0.2222222222222222,0.3837444473192258,1
113,M14972,0.3,0.38043478260869534,0.3703703703703738,-0.026385224274406333,-0.05147058823529435,-0.17592592592592593,-0.056133548577529335,1
115,L47294,0.6,0.38043478260869534,0.3580246913580325,0.9340369393139841,-0.7941176470588241,-0.12037037037037036,-0.7688444957856104,1
117,L47296,0.6,0.3913043478260789,0.3703703703703738,0.32189973614775724,-0.4485294117647062,-0.08333333333333333,-0.481661121577744,1
118,L47297,0.6,0.38043478260869534,0.3580246913580325,0.5065963060686016,-0.5294117647058828,-0.06481481481481481,-0.5228684811801014,1
119,M14978,0.3,0.38043478260869534,0.3580246913580325,1.0765171503957784,-0.8897058823529417,-0.046296296296296294,-0.8727228998203456,1
120,L47299,0.6,0.36956521739129755,0.3456790123456841,-0.18997361477572558,0.036764705882352956,-0.018518518518518517,-0.017076201547279502,1
122,L47301,0.6,0.3913043478260789,0.3703703703703738,0.29023746701846964,0.07352941176470591,0.018518518518518517,0.30963096309631005,1
125,L47304,0.6,0.3913043478260789,0.3703703703703738,1.1820580474934037,-0.7941176470588241,0.07407407407407407,-0.6681364492724575,1
127,L47306,0.6,0.4021739130434767,0.3580246913580325,-0.9182058047493403,1.4926470588235299,0.1111111111111111,1.4914017717561225,1
128,L47307,0.6,0.3913043478260789,0.3580246913580325,-0.47493403693931396,0.463235294117647,0.12962962962962962,0.4200395748076833,1
129,L47308,0.6,0.4021739130434767,0.3580246913580325,0.44327176781002636,-0.11764705882352956,0.14814814814814814,0.09598530703272799,1
131,L47310,0.6,0.38043478260869534,0.3333333333333357,-0.158311345646438,0.06617647058823521,0.18518518518518517,0.043663475659307435,1
132,L47311,0.6,0.38043478260869534,0.3333333333333357,1.2348284960422165,-0.9191176470588241,0.2037037037037037,-0.8619218197123346,1
133,M14992,0.3,0.36956521739129755,0.3333333333333357,-0.32717678100263853,0.22058823529411775,0.2222222222222222,0.1683569166633268,1
135,L47314,0.6,0.38043478260869534,0.3333333333333357,-0.7071240105540897,0.9411764705882355,0.2777777777777778,0.9194619866844987,1
136,M14995,0.3,0.38043478260869534,0.3456790123456841,1.0976253298153034,-0.8602941176470594,0.2962962962962963,-0.8146506958388138,1
137,H29550,0.1,0.36956521739129755,0.3456790123456841,-0.43799472295514513,0.4044117647058825,0.32407407407407407,0.3609688904113092,1
140,L47319,0.6,0.38043478260869534,0.3580246913580325,-1.2401055408970976,1.147058823529412,0.4351851851851852,0.7880852862614189,1
141,L47320,0.6,0.38043478260869534,0.3580246913580325,0.04221635883905013,-0.3014705882352943,0.4537037037037037,-0.3931316208543928,1
144,H29557,0.1,0.35869565217391397,0.3333333333333357,-0.5065963060686016,0.7573529411764707,0.5185185185185185,0.8098842272891258,1
145,M15004,0.3,0.35869565217391397,0.3333333333333357,-0.5910290237467019,0.1617647058823527,0.5648148148148148,-0.07017057981101767,1
148,L47327,0.6,0.3369565217391255,0.3333333333333357,0.0633245382585752,-0.007352941176470696,0.6574074074074074,0.05905610803995392,1
149,M15008,0.3,0.3260869565217348,0.3209876543209944,-0.6543535620052771,0.573529411764706,0.6759259259259259,0.45556944358403484,1
151,L47330,0.6,0.3369565217391255,0.3209876543209944,-0.42744063324538256,0.18382352941176477,0.7222222222222222,0.056716602834373055,1
153,M15012,0.3,0.3369565217391255,0.308641975308646,0.42744063324538256,0.058823529411764525,0.7685185185185185,0.3646129795165753,1
154,L47333,0.6,0.3369565217391255,0.308641975308646,1.8311345646437995,-0.9705882352941183,0.7962962962962963,-0.7281764613708323,1
155,L47334,0.6,0.3369565217391255,0.308641975308646,0.13192612137203166,-0.29411764705882365,0.8148148148148148,-0.33726773487065187,1
156,H29569,0.1,0.3369565217391255,0.308641975308646,2.554089709762533,-1.5000000000000009,0.8333333333333334,-1.501262676874974,1
157,M15016,0.3,0.3369565217391255,0.2962962962963047,-0.04221635883905013,0.4264705882352941,0.8796296296296297,0.6434586778515912,1
159,M15018,0.3,0.3369565217391255,0.308641975308646,-0.021108179419525065,-0.014705882352941391,0.9537037037037037,0.0013701775035808747,1
160,L47339,0.6,0.3369565217391255,0.308641975308646,-0.16886543535620052,0.5,0.9814814814814815,0.6702062918842487,1
161,L47340,0.6,0.3369565217391255,0.308641975308646,-1.16622691292876,1.5073529411764712,1.0,1.3028493132714087,2
162,L47341,0.6,0.3260869565217348,0.2962962962963047,-0.48021108179419525,0.8897058823529411,1.0185185185185186,1.0135232146696445,2
163,L47342,0.6,0.3260869565217348,0.2962962962963047,0.43799472295514513,-0.345588235294118,-1.0,-0.265158499655633,1
164,M15023,0.3,0.3369565217391255,0.308641975308646,-0.18469656992084432,0.26470588235294085,-0.9814814814814815,0.31756050098936994,1
165,M15024,0.3,0.3478260869565162,0.3209876543209944,-0.3324538258575198,0.25,-0.9537037037037037,0.20718833016904942,1
166,L47345,0.6,0.3478260869565162,0.3333333333333357,1.2137203166226913,-1.0441176470588243,-0.9259259259259259,-1.0847141394301363,1
167,H29580,0.1,0.3369565217391255,0.308641975308646,0.575197889182058,-0.558823529411765,-0.9074074074074074,-0.5385963697584326,1
168,H29581,0.1,0.3369565217391255,0.3209876543209944,-0.23746701846965698,0.19852941176470565,-0.8611111111111112,0.19000280594861121,1
170,L47349,0.6,0.3369565217391255,0.3209876543209944,-0.9762532981530343,1.3897058823529416,-0.7962962962962963,1.308417481424256,1
172,L47351,0.6,0.3152173913043441,0.2962962962963047,-0.21635883905013192,0.7794117647058822,-0.75,1.0442793267180959,1
174,M15033,0.3,0.3152173913043441,0.2839506172839492,0.46437994722955145,-0.4779411764705884,-0.7037037037037037,-0.4609408309251971,1
175,L47354,0.6,0.3152173913043441,0.2962962962963047,-1.0395778364116095,1.3308823529411766,-0.6759259259259259,1.1805828356114965,1
176,L47355,0.6,0.3152173913043441,0.2962962962963047,-0.6385224274406333,0.2426470588235293,-0.6574074074074074,0.012812617294118228,1
178,L47357,0.6,0.3152173913043441,0.308641975308646,2.559366754617414,-1.3823529411764715,-0.6203703703703703,-1.2679972450686356,1
179,L47358,0.6,0.3152173913043441,0.308641975308646,-0.35356200527704484,0.7352941176470591,-0.6018518518518519,0.885222125451411,1
180,L47359,0.6,0.3152173913043441,0.3209876543209944,-1.050131926121372,0.7058823529411763,-0.5833333333333334,0.3642631469624698,1
181,L47360,0.6,0.3152173913043441,0.3209876543209944,-0.14775725593667546,0.7132352941176471,-0.5648148148148148,0.9956598898756271,1
182,H29595,0.1,0.3152173913043441,0.3209876543209944,1.6939313984168864,-1.1764705882352948,-0.5462962962962963,-1.151561309977151,1
183,M15042,0.3,0.30434782608695343,0.308641975308646,-0.8496042216358839,0.5808823529411766,-0.5,0.3359121337234943,1
184,L47363,0.6,0.30434782608695343,0.308641975308646,-0.09498680738786279,0.036764705882352956,-0.4722222222222222,0.03631699202308998,1
185,L47364,0.6,0.3152173913043441,0.308641975308646,0.8654353562005277,-0.7058823529411768,-0.4537037037037037,-0.6509071959827549,1
189,L47368,0.6,0.3260869565217348,0.3456790123456841,0.5435356200527705,-0.48529411764705915,-0.37962962962962965,-0.43580390427706645,1
192,L47371,0.6,0.3152173913043441,0.3333333333333357,0.8601583113456465,-0.4117647058823532,-0.3148148148148148,-0.16745318256521924,1
193,H29606,0.1,0.3152173913043441,0.3333333333333357,-0.554089709762533,0.8529411764705882,-0.2962962962962963,0.9092148081204879,1
194,H29607,0.1,0.3152173913043441,0.3333333333333357,0.9234828496042217,-0.4117647058823532,-0.25,-0.13719266663508417,1
198,M15057,0.3,0.3369565217391255,0.3580246913580325,0.1266490765171504,0.051470588235293824,-0.1111111111111111,0.18315920660891977,1
200,L47379,0.6,0.3369565217391255,0.3580246913580325,-0.36939313984168864,0.5073529411764707,-0.06481481481481481,0.5504833884198139,1
201,L47380,0.6,0.3369565217391255,0.3580246913580325,0.5593667546174143,-0.38235294117647095,-0.046296296296296294,-0.26428391827036896,1
202,L47381,0.6,0.3260869565217348,0.3456790123456841,0.37994722955145116,0.07352941176470591,-0.027777777777777776,0.36067736328288763,1
204,L47383,0.6,0.3369565217391255,0.3456790123456841,-0.06860158311345646,-0.1691176470588239,0.018518518518518517,-0.252914360261937,1
205,L47384,0.6,0.3369565217391255,0.3456790123456841,1.2559366754617414,-0.5441176470588241,0.037037037037037035,-0.20672188676357545,1
208,M15067,0.3,0.3369565217391255,0.3703703703703738,-0.43271767810026385,1.5073529411764712,0.10185185185185185,1.9177747734287582,3
211,L47390,0.6,0.3369565217391255,0.3703703703703738,0.10554089709762533,-0.3014705882352943,0.16666666666666666,-0.36155923284636077,1
215,M15074,0.3,0.3260869565217348,0.3580246913580325,0.45382585751978893,-0.22794117647058842,0.26851851851851855,-0.07210194703680849,1
218,L47397,0.6,0.3260869565217348,0.3456790123456841,0.8496042216358839,-0.632352941176471,0.3333333333333333,-0.5363224581567461,1
220,M15079,0.3,0.3260869565217348,0.3456790123456841,-0.3641160949868074,0.4411764705882355,0.37037037037037035,0.45985489237182864,1
221,L47400,0.6,0.3260869565217348,0.3456790123456841,-0.45910290237467016,0.9191176470588239,0.39814814814814814,1.0700503248705437,1
223,L47402,0.6,0.3369565217391255,0.3580246913580325,-1.050131926121372,0.35294117647058815,0.46296296296296297,-0.09191850359124974,1
224,L47403,0.6,0.3369565217391255,0.3580246913580325,0.3482849604221636,-0.4264705882352946,0.48148148148148145,-0.4349293228918031,1
225,L47404,0.6,0.3260869565217348,0.3580246913580325,0.42744063324538256,-0.8014705882352946,0.5,-0.9860905118851955,1
226,L47405,0.6,0.3260869565217348,0.3456790123456841,-0.7440633245382586,1.0,0.5185185185185185,0.9718348353053923,1
227,L47406,0.6,0.3260869565217348,0.3333333333333357,-0.9182058047493403,0.6617647058823533,0.5370370370370371,0.39688503263281827,1
230,L47409,0.6,0.3260869565217348,0.3456790123456841,0.18469656992084432,-0.5882352941176473,0.6018518518518519,-0.7592532532605474,1
231,L47410,0.6,0.3260869565217348,0.3580246913580325,0.35356200527704484,-0.39705882352941235,0.6203703703703703,-0.3866524304252289,1
232,L47411,0.6,0.3260869565217348,0.3333333333333357,-0.5013192612137203,0.21323529411764705,0.6388888888888888,0.05419489317352873,1
233,L47412,0.6,0.3152173913043441,0.3333333333333357,-0.41688654353562005,0.5441176470588237,0.6574074074074074,0.5714806298443615,1
234,L47413,0.6,0.3152173913043441,0.3333333333333357,0.047493403693931395,-0.3897058823529417,0.6759259259259259,-0.5227372939723122,1
235,L47414,0.6,0.3152173913043441,0.3333333333333357,-0.13192612137203166,0.19852941176470565,0.6944444444444444,0.25253537499498924,1
236,M15095,0.3,0.30434782608695343,0.3209876543209944,0.9340369393139841,-0.4779411764705884,0.7129629629629629,-0.24234650185666237,1
237,L47416,0.6,0.30434782608695343,0.3209876543209944,-0.04221635883905013,-0.11029411764705888,0.7407407407407407,-0.15193665115499325,1
238,M15097,0.3,0.29347826086956275,0.2962962962963047,0.25857519788918204,-0.2647058823529414,0.7592592592592593,-0.2287030322465439,1
239,L47418,0.6,0.28260869565216495,0.2962962962963047,-0.5804749340369393,0.7426470588235293,0.7870370370370371,0.7380519428461058,1
240,L47419,0.6,0.29347826086956275,0.308641975308646,0.5699208443271768,-0.7058823529411768,0.8055555555555556,-0.7757974177984587,1
241,M15100,0.3,0.29347826086956275,0.2962962962963047,-0.8654353562005277,0.8382352941176473,0.8240740740740741,0.6669557644023518,1
242,L47421,0.6,0.29347826086956275,0.2962962962963047,1.445910290237467,-1.1691176470588243,0.8518518518518519,-1.2215059562636414,1
245,M15104,0.3,0.29347826086956275,0.308641975308646,-0.5699208443271768,0.6544117647058825,0.9074074074074074,0.6233797468815706,1
246,M15105,0.3,0.28260869565216495,0.2962962962963047,0.6543535620052771,-0.6470588235294124,0.9351851851851852,-0.6452515696913822,1
247,L47426,0.6,0.28260869565216495,0.2962962962963047,0.43271767810026385,-0.4926470588235298,0.9629629629629629,-0.49878105219428787,1
248,L47427,0.6,0.29347826086956275,0.308641975308646,-0.17941952506596306,0.3897058823529411,0.9814814814814815,0.5027603974972399,1
250,L47429,0.6,0.29347826086956275,0.3209876543209944,-0.5171503957783641,1.1764705882352946,1.0185185185185186,1.3861969192870702,2
251,L47430,0.6,0.29347826086956275,0.3209876543209944,0.8390501319261213,-0.5514705882352944,-1.0,-0.40768611274082794,1
252,M15111,0.3,0.29347826086956275,0.308641975308646,-0.19525065963060687,0.17647058823529407,-0.9814814814814815,0.18296242579723548,1
254,L47433,0.6,0.29347826086956275,0.308641975308646,-0.7704485488126649,0.5882352941176473,-0.9351851851851852,0.39838639734418846,1
255,L47434,0.6,0.29347826086956275,0.308641975308646,0.05804749340369393,-0.1691176470588239,-0.9166666666666666,-0.18662109125892307,1
256,L47435,0.6,0.29347826086956275,0.308641975308646,-0.07387862796833773,0.01470588235294087,-0.8981481481481481,0.01562585408338473,1
257,L47436,0.6,0.30434782608695343,0.3209876543209944,-0.9076517150395779,1.6764705882352946,-0.8796296296296297,1.7427345973463737,1
258,L47437,0.6,0.29347826086956275,0.2839506172839492,0.5910290237467019,-0.7867647058823535,-0.8611111111111112,-0.8963511735788956,1
260,M15119,0.3,0.30434782608695343,0.308641975308646,-0.43799472295514513,1.7426470588235299,-0.8240740740740741,2.244525667141612,3
263,M15122,0.3,0.30434782608695343,0.308641975308646,1.229551451187335,-0.9852941176470594,-0.75,-0.9778111414380295,1
265,L47444,0.6,0.30434782608695343,0.308641975308646,-0.5963060686015831,0.5367647058823529,-0.6944444444444444,0.4433981859724436,1
266,L47445,0.6,0.29347826086956275,0.2962962962963047,-0.25857519788918204,-0.22794117647058842,-0.6759259259259259,-0.4371303527113836,1
268,L47447,0.6,0.28260869565216495,0.2839506172839492,2.379947229551451,-1.4044117647058831,-0.6111111111111112,-1.363749330398626,1
269,H29682,0.1,0.28260869565216495,0.2839506172839492,1.567282321899736,-1.1323529411764712,-0.5925925925925926,-1.1151787243501674,1
270,L47449,0.6,0.29347826086956275,0.2839506172839492,0.11081794195250659,-0.23529411764705913,-0.5462962962962963,-0.2589635481766796,1
271,H29684,0.1,0.29347826086956275,0.2839506172839492,0.08970976253298153,-0.04411764705882365,-0.5277777777777778,0.018278750952019,1
272,M15131,0.3,0.30434782608695343,0.2962962962963047,-0.2691292875989446,0.04411764705882313,-0.48148148148148145,-0.05098809476089238,1
273,L47452,0.6,0.30434782608695343,0.2962962962963047,-0.10026385224274406,0.01470588235294087,-0.4537037037037037,0.0009037340981062784,1
274,L47453,0.6,0.30434782608695343,0.2839506172839492,-0.40633245382585753,0.4264705882352941,-0.4351851851851852,0.4121319014492546,1
275,L47454,0.6,0.30434782608695343,0.2839506172839492,0.7862796833773087,-0.8602941176470594,-0.4166666666666667,-0.9372014124489365,1
277,M15136,0.3,0.29347826086956275,0.2716049382716008,1.3034300791556728,-1.0000000000000004,-0.37962962962962965,-0.9759745205289753,1
278,H29691,0.1,0.29347826086956275,0.2839506172839492,-0.1266490765171504,0.7720588235294121,-0.35185185185185186,1.096440818170886,1
279,M15138,0.3,0.29347826086956275,0.2839506172839492,0.6174142480211082,-0.7941176470588241,-0.3055555555555556,-0.8974079594194224,1
280,L47459,0.6,0.29347826086956275,0.2962962962963047,1.6675461741424802,-1.2352941176470598,-0.2777777777777778,-1.2664375749315815,1
281,M15140,0.3,0.30434782608695343,0.2962962962963047,-0.24802110817941952,0.2573529411764707,-0.25925925925925924,0.26864224884026877,1
283,M15142,0.3,0.30434782608695343,0.2962962962963047,-0.5963060686015831,0.7058823529411763,-0.21296296296296297,0.6764012433632027,1
284,L47463,0.6,0.3152173913043441,0.308641975308646,-0.17941952506596306,0.20588235294117635,-0.18518518518518517,0.23510205271539322,1
286,L47465,0.6,0.3152173913043441,0.3209876543209944,0.34300791556728233,-0.30882352941176505,-0.14814814814814814,-0.25459064125035963,1
287,L47466,0.6,0.3152173913043441,0.3209876543209944,0.45382585751978893,-0.5147058823529413,-0.12962962962962962,-0.5237576389217863,1
289,H29702,0.1,0.3152173913043441,0.3333333333333357,-0.6226912928759895,0.14705882352941183,-0.09259259259259259,-0.10889995882179199,1
291,L47470,0.6,0.30434782608695343,0.3333333333333357,-0.34300791556728233,0.39705882352941185,-0.027777777777777776,0.4104410441044112,1
292,L47471,0.6,0.29347826086956275,0.3209876543209944,-0.158311345646438,0.17647058823529407,-0.009259259259259259,0.20469577322104673,1
293,L47472,0.6,0.30434782608695343,0.3333333333333357,-0.8865435356200527,0.0,0.009259259259259259,-0.4572748772852985,1
294,H29707,0.1,0.30434782608695343,0.3456790123456841,-0.5857519788918206,0.3382352941176468,0.027777777777777776,0.1764030654077552,1
296,M15155,0.3,0.30434782608695343,0.3580246913580325,1.1240105540897098,-0.6985294117647064,0.10185185185185185,-0.5291217380847387,1
