product_id,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,power_w,failure_type
L47252,0.3913043478260789,0.4197530864197603,-0.7071240105540897,0.3088235294117645,0.8333333333333334,0.0613956132455347,1
L47253,0.4021739130434767,0.4197530864197603,0.4696569920844327,-0.3823529411764709,0.8518518518518519,-0.3076485786230438,1
L47257,0.3804347826086953,0.3950617283950635,-0.2532981530343008,0.080882352941176,0.925925925925926,0.0109541318504315,5
L47258,0.3804347826086953,0.3950617283950635,-0.554089709762533,0.8308823529411766,-1.0,0.8786481887055099,1
L47259,0.3804347826086953,0.3950617283950635,-0.5329815303430079,-0.1691176470588239,-0.9814814814814816,-0.4959896799396538,1
H29494,0.3804347826086953,0.3827160493827222,-0.3060686015831134,0.7132352941176471,-0.9629629629629628,0.8865558620639392,1
L47261,0.3913043478260789,0.3950617283950635,-0.2796833773087071,0.5367647058823529,-0.9166666666666666,0.6511112649726509,1
L47262,0.3913043478260789,0.3950617283950635,-0.2638522427440633,0.0441176470588231,-0.8981481481481481,-0.0480145180509955,1
L47263,0.4021739130434767,0.4074074074074119,-0.179419525065963,-0.0073529411764706,-0.8796296296296297,-0.0753816272315483,1
H29500,0.4021739130434767,0.4074074074074119,-0.3535620052770448,0.2720588235294116,-0.8148148148148148,0.2258752191008578,1
L47267,0.4021739130434767,0.4074074074074119,0.2163588390501319,-0.6176470588235299,-0.7685185185185185,-0.7901842815860525,1
M14949,0.3913043478260789,0.3950617283950635,-0.0844327176781002,-0.0514705882352943,-0.7222222222222222,-0.0878006829022979,1
L47271,0.3913043478260789,0.3950617283950635,1.725593667546174,-1.1250000000000009,-0.6759259259259259,-1.0476173123385202,1
M14952,0.3913043478260789,0.3950617283950635,1.1820580474934037,-0.9632352941176476,-0.6574074074074074,-0.957630175973062,1
L47274,0.4021739130434767,0.3950617283950635,0.6279683377308707,-0.6102941176470594,-0.6111111111111112,-0.5975868841944915,1
M14955,0.4021739130434767,0.4074074074074119,-0.8021108179419525,0.882352941176471,-0.5925925925925926,0.77116213645656,1
M14956,0.4021739130434767,0.4074074074074119,0.3799472295514511,-0.3602941176470594,-0.5648148148148148,-0.3165765969309478,1
L47278,0.3913043478260789,0.3827160493827222,0.1372031662269129,-0.5514705882352944,-0.5092592592592593,-0.7246562712951451,1
L47279,0.3804347826086953,0.3827160493827222,0.1055408970976253,0.3088235294117645,-0.4907407407407407,0.5597320865689805,1
L47281,0.3804347826086953,0.3827160493827222,2.575197889182058,-1.4338235294117656,-0.4537037037037037,-1.3648935743776802,1
M14963,0.3804347826086953,0.3827160493827222,-0.3271767810026385,0.0220588235294115,-0.4166666666666667,-0.115204232973904,1
L47284,0.3804347826086953,0.3703703703703738,-0.2796833773087071,0.2352941176470586,-0.3888888888888889,0.2178290703564288,1
L47286,0.3804347826086953,0.3703703703703738,-0.3060686015831134,0.6102941176470589,-0.3518518518518518,0.7391160168648443,1
M14967,0.3804347826086953,0.3827160493827222,-0.0316622691292876,0.4852941176470586,-0.3333333333333333,0.7374470240546315,1
H29522,0.3913043478260789,0.3827160493827222,0.6226912928759895,-0.5514705882352944,-0.3055555555555556,-0.5053987180094515,1
L47289,0.3913043478260789,0.3703703703703738,0.3641160949868074,-0.4485294117647062,-0.2592592592592592,-0.4617789714194084,1
H29525,0.3695652173912975,0.3580246913580325,-0.021108179419525,0.2426470588235293,-0.2222222222222222,0.3837444473192258,1
M14972,0.3804347826086953,0.3703703703703738,-0.0263852242744063,-0.0514705882352943,-0.1759259259259259,-0.0561335485775293,1
L47294,0.3804347826086953,0.3580246913580325,0.934036939313984,-0.7941176470588241,-0.1203703703703703,-0.7688444957856104,1
L47296,0.3913043478260789,0.3703703703703738,0.3218997361477572,-0.4485294117647062,-0.0833333333333333,-0.481661121577744,1
L47297,0.3804347826086953,0.3580246913580325,0.5065963060686016,-0.5294117647058828,-0.0648148148148148,-0.5228684811801014,1
M14978,0.3804347826086953,0.3580246913580325,1.0765171503957784,-0.8897058823529417,-0.0462962962962962,-0.8727228998203456,1
L47299,0.3695652173912975,0.3456790123456841,-0.1899736147757255,0.0367647058823529,-0.0185185185185185,-0.0170762015472795,1
L47301,0.3913043478260789,0.3703703703703738,0.2902374670184696,0.0735294117647059,0.0185185185185185,0.30963096309631,1
L47304,0.3913043478260789,0.3703703703703738,1.1820580474934037,-0.7941176470588241,0.074074074074074,-0.6681364492724575,1
L47306,0.4021739130434767,0.3580246913580325,-0.9182058047493404,1.49264705882353,0.1111111111111111,1.4914017717561223,1
L47307,0.3913043478260789,0.3580246913580325,-0.4749340369393139,0.463235294117647,0.1296296296296296,0.4200395748076833,1
L47308,0.4021739130434767,0.3580246913580325,0.4432717678100263,-0.1176470588235295,0.1481481481481481,0.0959853070327279,1
L47310,0.3804347826086953,0.3333333333333357,-0.158311345646438,0.0661764705882352,0.1851851851851851,0.0436634756593074,1
L47311,0.3804347826086953,0.3333333333333357,1.2348284960422165,-0.919117647058824,0.2037037037037037,-0.8619218197123346,1
M14992,0.3695652173912975,0.3333333333333357,-0.3271767810026385,0.2205882352941177,0.2222222222222222,0.1683569166633268,1
L47314,0.3804347826086953,0.3333333333333357,-0.7071240105540897,0.9411764705882356,0.2777777777777778,0.9194619866844989,1
M14995,0.3804347826086953,0.3456790123456841,1.0976253298153034,-0.8602941176470594,0.2962962962962963,-0.8146506958388138,1
H29550,0.3695652173912975,0.3456790123456841,-0.4379947229551451,0.4044117647058825,0.324074074074074,0.3609688904113092,1
L47319,0.3804347826086953,0.3580246913580325,-1.2401055408970976,1.147058823529412,0.4351851851851852,0.7880852862614189,1
L47320,0.3804347826086953,0.3580246913580325,0.0422163588390501,-0.3014705882352943,0.4537037037037037,-0.3931316208543928,1
H29557,0.3586956521739139,0.3333333333333357,-0.5065963060686016,0.7573529411764707,0.5185185185185185,0.8098842272891258,1
M15004,0.3586956521739139,0.3333333333333357,-0.5910290237467019,0.1617647058823527,0.5648148148148148,-0.0701705798110176,1
L47327,0.3369565217391255,0.3333333333333357,0.0633245382585752,-0.0073529411764706,0.6574074074074074,0.0590561080399539,1
M15008,0.3260869565217348,0.3209876543209944,-0.6543535620052771,0.573529411764706,0.6759259259259259,0.4555694435840348,1
L47330,0.3369565217391255,0.3209876543209944,-0.4274406332453825,0.1838235294117647,0.7222222222222222,0.056716602834373,1
M15012,0.3369565217391255,0.308641975308646,0.4274406332453825,0.0588235294117645,0.7685185185185185,0.3646129795165753,1
L47333,0.3369565217391255,0.308641975308646,1.8311345646437995,-0.9705882352941184,0.7962962962962963,-0.7281764613708323,1
L47334,0.3369565217391255,0.308641975308646,0.1319261213720316,-0.2941176470588236,0.8148148148148148,-0.3372677348706518,1
H29569,0.3369565217391255,0.308641975308646,2.554089709762533,-1.5000000000000009,0.8333333333333334,-1.501262676874974,1
M15016,0.3369565217391255,0.2962962962963047,-0.0422163588390501,0.4264705882352941,0.8796296296296297,0.6434586778515912,1
M15018,0.3369565217391255,0.308641975308646,-0.021108179419525,-0.0147058823529413,0.9537037037037036,0.0013701775035808,1
L47339,0.3369565217391255,0.308641975308646,-0.1688654353562005,0.5,0.9814814814814816,0.6702062918842487,1
L47340,0.3369565217391255,0.308641975308646,-1.16622691292876,1.5073529411764712,1.0,1.3028493132714087,2
L47341,0.3260869565217348,0.2962962962963047,-0.4802110817941952,0.8897058823529411,1.0185185185185186,1.0135232146696445,2
L47342,0.3260869565217348,0.2962962962963047,0.4379947229551451,-0.345588235294118,-1.0,-0.265158499655633,1
M15023,0.3369565217391255,0.308641975308646,-0.1846965699208443,0.2647058823529408,-0.9814814814814816,0.3175605009893699,1
M15024,0.3478260869565162,0.3209876543209944,-0.3324538258575198,0.25,-0.9537037037037036,0.2071883301690494,1
L47345,0.3478260869565162,0.3333333333333357,1.2137203166226913,-1.0441176470588245,-0.925925925925926,-1.0847141394301365,1
H29580,0.3369565217391255,0.308641975308646,0.575197889182058,-0.558823529411765,-0.9074074074074074,-0.5385963697584326,1
H29581,0.3369565217391255,0.3209876543209944,-0.2374670184696569,0.1985294117647056,-0.8611111111111112,0.1900028059486112,1
L47349,0.3369565217391255,0.3209876543209944,-0.9762532981530344,1.3897058823529416,-0.7962962962962963,1.308417481424256,1
L47351,0.3152173913043441,0.2962962962963047,-0.2163588390501319,0.7794117647058822,-0.75,1.044279326718096,1
M15033,0.3152173913043441,0.2839506172839492,0.4643799472295514,-0.4779411764705884,-0.7037037037037037,-0.4609408309251971,1
L47354,0.3152173913043441,0.2962962962963047,-1.0395778364116095,1.3308823529411766,-0.6759259259259259,1.1805828356114965,1
L47355,0.3152173913043441,0.2962962962963047,-0.6385224274406333,0.2426470588235293,-0.6574074074074074,0.0128126172941182,1
L47357,0.3152173913043441,0.308641975308646,2.559366754617414,-1.3823529411764717,-0.6203703703703703,-1.2679972450686356,1
L47358,0.3152173913043441,0.308641975308646,-0.3535620052770448,0.7352941176470591,-0.6018518518518519,0.885222125451411,1
L47359,0.3152173913043441,0.3209876543209944,-1.050131926121372,0.7058823529411763,-0.5833333333333334,0.3642631469624698,1
L47360,0.3152173913043441,0.3209876543209944,-0.1477572559366754,0.7132352941176471,-0.5648148148148148,0.9956598898756271,1
H29595,0.3152173913043441,0.3209876543209944,1.6939313984168864,-1.1764705882352948,-0.5462962962962963,-1.151561309977151,1
M15042,0.3043478260869534,0.308641975308646,-0.8496042216358839,0.5808823529411766,-0.5,0.3359121337234943,1
L47363,0.3043478260869534,0.308641975308646,-0.0949868073878627,0.0367647058823529,-0.4722222222222222,0.0363169920230899,1
L47364,0.3152173913043441,0.308641975308646,0.8654353562005277,-0.7058823529411768,-0.4537037037037037,-0.6509071959827549,1
L47368,0.3260869565217348,0.3456790123456841,0.5435356200527705,-0.4852941176470591,-0.3796296296296296,-0.4358039042770664,1
L47371,0.3152173913043441,0.3333333333333357,0.8601583113456465,-0.4117647058823532,-0.3148148148148148,-0.1674531825652192,1
H29606,0.3152173913043441,0.3333333333333357,-0.554089709762533,0.8529411764705882,-0.2962962962962963,0.909214808120488,1
H29607,0.3152173913043441,0.3333333333333357,0.9234828496042216,-0.4117647058823532,-0.25,-0.1371926666350841,1
M15057,0.3369565217391255,0.3580246913580325,0.1266490765171504,0.0514705882352938,-0.1111111111111111,0.1831592066089197,1
L47379,0.3369565217391255,0.3580246913580325,-0.3693931398416886,0.5073529411764707,-0.0648148148148148,0.5504833884198139,1
L47380,0.3369565217391255,0.3580246913580325,0.5593667546174143,-0.3823529411764709,-0.0462962962962962,-0.2642839182703689,1
L47381,0.3260869565217348,0.3456790123456841,0.3799472295514511,0.0735294117647059,-0.0277777777777777,0.3606773632828876,1
L47383,0.3369565217391255,0.3456790123456841,-0.0686015831134564,-0.1691176470588239,0.0185185185185185,-0.252914360261937,1
L47384,0.3369565217391255,0.3456790123456841,1.2559366754617414,-0.5441176470588241,0.037037037037037,-0.2067218867635754,1
M15067,0.3369565217391255,0.3703703703703738,-0.4327176781002638,1.5073529411764712,0.1018518518518518,1.9177747734287585,3
L47390,0.3369565217391255,0.3703703703703738,0.1055408970976253,-0.3014705882352943,0.1666666666666666,-0.3615592328463607,1
M15074,0.3260869565217348,0.3580246913580325,0.4538258575197889,-0.2279411764705884,0.2685185185185185,-0.0721019470368084,1
L47397,0.3260869565217348,0.3456790123456841,0.8496042216358839,-0.632352941176471,0.3333333333333333,-0.5363224581567461,1
M15079,0.3260869565217348,0.3456790123456841,-0.3641160949868074,0.4411764705882355,0.3703703703703703,0.4598548923718286,1
L47400,0.3260869565217348,0.3456790123456841,-0.4591029023746701,0.919117647058824,0.3981481481481481,1.0700503248705435,1
L47402,0.3369565217391255,0.3580246913580325,-1.050131926121372,0.3529411764705881,0.4629629629629629,-0.0919185035912497,1
L47403,0.3369565217391255,0.3580246913580325,0.3482849604221636,-0.4264705882352946,0.4814814814814814,-0.4349293228918031,1
L47404,0.3260869565217348,0.3580246913580325,0.4274406332453825,-0.8014705882352946,0.5,-0.9860905118851956,1
L47405,0.3260869565217348,0.3456790123456841,-0.7440633245382586,1.0,0.5185185185185185,0.9718348353053924,1
L47406,0.3260869565217348,0.3333333333333357,-0.9182058047493404,0.6617647058823533,0.5370370370370371,0.3968850326328182,1
L47409,0.3260869565217348,0.3456790123456841,0.1846965699208443,-0.5882352941176473,0.6018518518518519,-0.7592532532605474,1
L47410,0.3260869565217348,0.3580246913580325,0.3535620052770448,-0.3970588235294123,0.6203703703703703,-0.3866524304252289,1
L47411,0.3260869565217348,0.3333333333333357,-0.5013192612137203,0.213235294117647,0.6388888888888888,0.0541948931735287,1
L47412,0.3152173913043441,0.3333333333333357,-0.41688654353562,0.5441176470588237,0.6574074074074074,0.5714806298443615,1
L47413,0.3152173913043441,0.3333333333333357,0.0474934036939313,-0.3897058823529417,0.6759259259259259,-0.5227372939723122,1
L47414,0.3152173913043441,0.3333333333333357,-0.1319261213720316,0.1985294117647056,0.6944444444444444,0.2525353749949892,1
M15095,0.3043478260869534,0.3209876543209944,0.934036939313984,-0.4779411764705884,0.7129629629629629,-0.2423465018566623,1
L47416,0.3043478260869534,0.3209876543209944,-0.0422163588390501,-0.1102941176470588,0.7407407407407407,-0.1519366511549932,1
M15097,0.2934782608695627,0.2962962962963047,0.258575197889182,-0.2647058823529414,0.7592592592592593,-0.2287030322465439,1
L47418,0.2826086956521649,0.2962962962963047,-0.5804749340369393,0.7426470588235293,0.7870370370370371,0.7380519428461058,1
L47419,0.2934782608695627,0.308641975308646,0.5699208443271768,-0.7058823529411768,0.8055555555555556,-0.7757974177984587,1
M15100,0.2934782608695627,0.2962962962963047,-0.8654353562005277,0.8382352941176473,0.8240740740740741,0.6669557644023518,1
L47421,0.2934782608695627,0.2962962962963047,1.445910290237467,-1.1691176470588245,0.8518518518518519,-1.2215059562636414,1
M15104,0.2934782608695627,0.308641975308646,-0.5699208443271768,0.6544117647058825,0.9074074074074074,0.6233797468815706,1
M15105,0.2826086956521649,0.2962962962963047,0.6543535620052771,-0.6470588235294124,0.9351851851851852,-0.6452515696913822,1
L47426,0.2826086956521649,0.2962962962963047,0.4327176781002638,-0.4926470588235298,0.9629629629629628,-0.4987810521942878,1
L47427,0.2934782608695627,0.308641975308646,-0.179419525065963,0.3897058823529411,0.9814814814814816,0.5027603974972399,1
L47429,0.2934782608695627,0.3209876543209944,-0.5171503957783641,1.1764705882352946,1.0185185185185186,1.3861969192870702,2
L47430,0.2934782608695627,0.3209876543209944,0.8390501319261213,-0.5514705882352944,-1.0,-0.4076861127408279,1
M15111,0.2934782608695627,0.308641975308646,-0.1952506596306068,0.176470588235294,-0.9814814814814816,0.1829624257972354,1
L47433,0.2934782608695627,0.308641975308646,-0.7704485488126649,0.5882352941176473,-0.9351851851851852,0.3983863973441884,1
L47434,0.2934782608695627,0.308641975308646,0.0580474934036939,-0.1691176470588239,-0.9166666666666666,-0.186621091258923,1
L47435,0.2934782608695627,0.308641975308646,-0.0738786279683377,0.0147058823529408,-0.8981481481481481,0.0156258540833847,1
L47436,0.3043478260869534,0.3209876543209944,-0.907651715039578,1.6764705882352946,-0.8796296296296297,1.7427345973463737,1
L47437,0.2934782608695627,0.2839506172839492,0.5910290237467019,-0.7867647058823535,-0.8611111111111112,-0.8963511735788956,1
M15119,0.3043478260869534,0.308641975308646,-0.4379947229551451,1.74264705882353,-0.8240740740740741,2.244525667141612,3
M15122,0.3043478260869534,0.308641975308646,1.229551451187335,-0.9852941176470594,-0.75,-0.9778111414380296,1
L47444,0.3043478260869534,0.308641975308646,-0.5963060686015831,0.5367647058823529,-0.6944444444444444,0.4433981859724436,1
L47445,0.2934782608695627,0.2962962962963047,-0.258575197889182,-0.2279411764705884,-0.6759259259259259,-0.4371303527113836,1
L47447,0.2826086956521649,0.2839506172839492,2.379947229551451,-1.4044117647058831,-0.6111111111111112,-1.363749330398626,1
H29682,0.2826086956521649,0.2839506172839492,1.567282321899736,-1.1323529411764712,-0.5925925925925926,-1.1151787243501674,1
L47449,0.2934782608695627,0.2839506172839492,0.1108179419525065,-0.2352941176470591,-0.5462962962962963,-0.2589635481766796,1
H29684,0.2934782608695627,0.2839506172839492,0.0897097625329815,-0.0441176470588236,-0.5277777777777778,0.018278750952019,1
M15131,0.3043478260869534,0.2962962962963047,-0.2691292875989446,0.0441176470588231,-0.4814814814814814,-0.0509880947608923,1
L47452,0.3043478260869534,0.2962962962963047,-0.100263852242744,0.0147058823529408,-0.4537037037037037,0.0009037340981062,1
L47453,0.3043478260869534,0.2839506172839492,-0.4063324538258575,0.4264705882352941,-0.4351851851851852,0.4121319014492546,1
L47454,0.3043478260869534,0.2839506172839492,0.7862796833773087,-0.8602941176470594,-0.4166666666666667,-0.9372014124489364,1
M15136,0.2934782608695627,0.2716049382716008,1.3034300791556728,-1.0000000000000004,-0.3796296296296296,-0.9759745205289752,1
H29691,0.2934782608695627,0.2839506172839492,-0.1266490765171504,0.7720588235294121,-0.3518518518518518,1.096440818170886,1
M15138,0.2934782608695627,0.2839506172839492,0.6174142480211082,-0.7941176470588241,-0.3055555555555556,-0.8974079594194224,1
L47459,0.2934782608695627,0.2962962962963047,1.6675461741424802,-1.2352941176470598,-0.2777777777777778,-1.2664375749315817,1
M15140,0.3043478260869534,0.2962962962963047,-0.2480211081794195,0.2573529411764707,-0.2592592592592592,0.2686422488402687,1
M15142,0.3043478260869534,0.2962962962963047,-0.5963060686015831,0.7058823529411763,-0.2129629629629629,0.6764012433632027,1
L47463,0.3152173913043441,0.308641975308646,-0.179419525065963,0.2058823529411763,-0.1851851851851851,0.2351020527153932,1
L47465,0.3152173913043441,0.3209876543209944,0.3430079155672823,-0.308823529411765,-0.1481481481481481,-0.2545906412503596,1
L47466,0.3152173913043441,0.3209876543209944,0.4538258575197889,-0.5147058823529413,-0.1296296296296296,-0.5237576389217863,1
H29702,0.3152173913043441,0.3333333333333357,-0.6226912928759895,0.1470588235294118,-0.0925925925925925,-0.1088999588217919,1
L47470,0.3043478260869534,0.3333333333333357,-0.3430079155672823,0.3970588235294118,-0.0277777777777777,0.4104410441044112,1
L47471,0.2934782608695627,0.3209876543209944,-0.158311345646438,0.176470588235294,-0.0092592592592592,0.2046957732210467,1
L47472,0.3043478260869534,0.3333333333333357,-0.8865435356200527,0.0,0.0092592592592592,-0.4572748772852985,1
H29707,0.3043478260869534,0.3456790123456841,-0.5857519788918206,0.3382352941176468,0.0277777777777777,0.1764030654077552,1
M15155,0.3043478260869534,0.3580246913580325,1.1240105540897098,-0.6985294117647064,0.1018518518518518,-0.5291217380847387,1
L47476,0.2934782608695627,0.3456790123456841,-0.5699208443271768,0.4411764705882355,0.1296296296296296,0.3285364973744339,1
L47477,0.2934782608695627,0.3456790123456841,1.108179419525066,-1.0955882352941182,0.1481481481481481,-1.2100052110474195,1
H29712,0.2826086956521649,0.3456790123456841,3.3034300791556728,-1.5808823529411773,0.1666666666666666,-1.467030103820098,1
M15159,0.2717391304347814,0.3209876543209944,0.337730870712401,-0.3382352941176473,0.2129629629629629,-0.3028966864297761,1
L47480,0.2717391304347814,0.3333333333333357,0.6279683377308707,-0.1397058823529416,0.2407407407407407,0.15898431948458,1
H29716,0.2717391304347814,0.3333333333333357,0.0474934036939313,-0.3750000000000003,0.2777777777777778,-0.5006978430636578,1
M15163,0.2717391304347814,0.3333333333333357,-0.1266490765171504,0.2426470588235293,0.324074074074074,0.3203372968875838,1
L47484,0.2717391304347814,0.3333333333333357,1.2348284960422165,-0.9338235294117652,0.3518518518518518,-0.8872409508157287,1
L47485,0.2717391304347814,0.3333333333333357,3.3034300791556728,-1.5441176470588245,0.3703703703703703,-1.389447446768968,1
L47486,0.2717391304347814,0.3333333333333357,-0.6807387862796834,0.5073529411764707,0.3888888888888889,0.3479522041272956,1
M15167,0.2717391304347814,0.3333333333333357,0.4010554089709762,-0.2647058823529414,0.4074074074074074,-0.1566812551700512,1
M15169,0.2826086956521649,0.3456790123456841,-0.2849604221635884,0.0441176470588231,0.4537037037037037,-0.059908824890586,1
H29724,0.2934782608695627,0.3580246913580325,0.1213720316622691,0.117647058823529,0.4814814814814814,0.28027418126428,1
L47493,0.2934782608695627,0.3580246913580325,-1.0026385224274406,0.7794117647058822,0.5740740740740741,0.4926225416063872,1
M15174,0.2826086956521649,0.3456790123456841,-1.071240105540897,0.9411764705882356,0.5925925925925926,0.6529333095252849,1
L47495,0.2826086956521649,0.3333333333333357,0.7546174142480211,0.0294117647058822,0.6203703703703703,0.501893104290187,1
L47497,0.2717391304347814,0.3333333333333357,0.9604221635883904,-0.8676470588235301,0.6574074074074074,-0.8809366766636173,1
L47499,0.2717391304347814,0.3333333333333357,0.575197889182058,-0.595588235294118,0.6944444444444444,-0.5973390861353337,1
L47502,0.2717391304347814,0.3456790123456841,-0.2902374670184696,-0.0147058823529413,0.7777777777777778,-0.147308657991305,1
L47505,0.2717391304347814,0.3456790123456841,1.0343007915567282,-0.9117647058823536,0.8425925925925926,-0.9262545687767142,1
L47506,0.2608695652173836,0.3456790123456841,-0.0105540897097625,0.0882352941176467,0.8611111111111112,0.1603544969881608,1
